Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer,label
273015,"0551 2257138, 0551 2257570","08948001076, 09918068846",not available,0551 2255455,na,http://redcrosskarnataka.org/,Rajeev Tiwari,9918068846,9554447873,gorakhnathbloodbank@rediffmail.com,1
273014,0551 2281862,9453752318,0788 2219888, 0565 2443310,na,http://www.fatimahospitalgkp.com,Dr. Remya,0551 2281862,9453752318,fatimagkp@gmail.com,1
273001," 0551 2205914, 0551 220915, 0551 2205916",9415245598,0788 2219888,0551 2346594,na,http://redcrosskarnataka.org/,Dr. K. M. Singh,9415259024,9415259024,nandkishor@arpanbloodbank.org,1
492001,7269826744,9807636642,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Manoj Maddheshiya,	,9807636642,manojkbb85@gmail.com,1
208014,0251 2442283,9412336877,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
245304,0122 2320511,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
245304,0120-2791623,9810305552,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9810305552,gsmedicalcollege@gmail.com,1
241001,0251 2442283,9670783667,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,05722 230094,9415332416,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
285001,05162 210201,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
222001,05452 263554,8192833336,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
222002,0251 2442283,"07535945945, 07534945945",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Anil Kumar Maurya,	,9822324340,nandkishor@arpanbloodbank.org,1
284128,0510 2320831,9695290268,0788 2219888, 0565 2443310,santbloodbankjhansi@gmail.com,http://bloodbank.nhp.gov.in/,Dr. Surender Katyal,0510 2320831,9695290268,santbloodbankjhansi@gmail.com,1
284128,0251 2442283,9450939194,0788 2219888,0510 2321610,na,http://mlbmcj.in/,Dr. D. Nath,	,9695290268,nandkishor@arpanbloodbank.org,1
284002,0510 2448442,9415364919,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
284003,0510 2360957,9415412699,0788 2219888, 0565 2443310,stjudeshospitaljhansi@yahoo.co.in,http://redcrosskarnataka.org/,Dr. V. K. Namdeo,9415943332,9415943332,nandkishor@arpanbloodbank.org,1
2700274,0510 6516,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
284001,0510 2320824,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
284128,0510 2322028,9450881860,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
284128,0510 2321134,9412342308,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. B.K. Gupta,9918704568,9918704568,parakhvbdjhansi@gmail.com,1
492001,05694 237627,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. R. D. YADAV,	,9822324340,nandkishor@arpanbloodbank.org,1
209732,0251 2442283,9415527666,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. S.K. Dhruv,	,9415527666,drdhruvsk@gmail.com,1
209202,05111 270728,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Vinod Pal,9935677074,9822324340,nandkishor@arpanbloodbank.org,1
208005,0512 216788,"09815157018, 09501620619",0512 3296052  0512 2235567,0512 2296530,mariampurbloodbank@gmail.com,http://mariampurhospital.com/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
208005,"0512 2295797, 0512 2219473",9412230493,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9839037271,nandkishor@arpanbloodbank.org,1
208005,0512 2242201-10,9389476580,18001200477,5122213407,avneeshchandra@regencyhealthcare.in,http://www.regencyhospital.in/,Dr. Avneesh Chandra M.D.,5123081273,9389476580,avneeshchandra@regenchhealthcare.in,1
208002,7706922922,9450835110,0512 2535881,0512 2535881,na,http://www.gsvmmedicalcollege.com/,Dr. Lubna Khan,8400331179,8400331179,bloodbankgsvm1234@gmail.com,1
208025,0251 2442283,8005192796,"0512 2501300, 0512 2502004", 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
208023,0512 2601408,9415088785,0788 2219888, 0565 2443310,snehpathology@gmail.com,http://redcrosskarnataka.org/,Dr. S.B. Tiwari,9415058785,9415058785,drsvtiwari56@gmail.com,1
208001,0512 2311144,9415068049,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. S.C. Verma,9415068049,9415068049,nandkishor@arpanbloodbank.org,1
208004,0581 2403584,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
208005,0512 2241595,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
208011,0512 2607720,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
209217,"0512 2780882, 0512 2780886",8090167357,0788 2219888, 0565 2443310,knverma10@gmail.com,http://www.ramamedicare.com,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
208002,0512 2532269,9690261262,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
208001,"0512 2536404, 0512 2536406",9837184061,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
208004,"0512 2320061, 0512 2320071","09455931692, 08009710002",0788 2219888, 0565 2443310,nabhkssh@gmail.com,http://www.krishna-hospital.com,Dr. Ravindra Srivas,..,9838540266,..,1
492001,0512-2303228,7706974733,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. A.K. Gupta,	,9307775184,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,9598060515,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Sanjeev Mehrotra,	,9598060515,madhulokhospital@rediffmail.com,1
208017,0512 2570553,9198607532,8090001632,0512 2570554,na,http://www.spmhospital.com,Dr. Bharti Parashar,5122570553,9839009262,spmhospital07@gmail.com,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,05331 232030,"08005192672, 09412377198",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,05564 240549,"09927031274, 09837886870",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
262701,0251 2442283,9415543070,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
284403,05176 272343,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,5222999862,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Honey Shasker,5222999862,9822324340,tsmmedicalcollege@gmail.com,1
226020,"0522 2960429, 0522 2960439","09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226016,0522 2380084,9389476580,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226014,"0522 2494500, 0522 2495341","09815157018, 09501620619",0788 2219888,0522 2668017,tmsgpgi@gmail.com,http://www.sgpgi.ac.in/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226003,0251 2442283,9335349791,9453764078, 0565 2443310,na,http://www.transfusionmed.info/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226018,"0522 22624040, 0522 2629949",9415214308,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226002,0522 2296288,9415226197,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226001,0522 2239595,9897406711,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226007,"0522 2328942, 0522 2321277",9415034053,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226003,0522 2259004,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226003,"0522 2408122,0522 2408123","09815157018, 09501620619","0522 3226777, 0522 4153777 ", 0565 2443310,na,http://www.elmcindia.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226016,"0522 2352352, 05224927272",9415022105,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr.Richa Mishra,5224927272,"941,502,210,509,415,000,000",nandkishor@arpanbloodbank.org,1
226010,0522 2393390,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226010,0251 2442283,"09997031902, 09897766466",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226010,0522 4054247,"0522 4054228, 0522 4054236",0788 2219888,0522 4054210,stjoseph2004@yahoo.com,http://redcrosskarnataka.org/,Dr. Charu Chandra,9452464549,9452464549,nandkishor@arpanbloodbank.org,1
226020,0522 4049945,9451817060,0788 2219888, 0565 2443310,bipinverma5@gmail.com,http://www.nhp.gov.in/cms/naco_admin/update-bloodbank.php?,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226020,0522 4070185,"07309036038, 09795017000",0788 2219888,0522 4070285,na,http://redcrosskarnataka.org/,Md. Zubair Khan,0522 4070185-285,9795017000,lnhabloodbank@yahoo.com,1
226010,"0522 6781680, 0522 6781683",5226781683,0522 6780001 ,0522 6782110,na,http://www.saharahospitals.com,Dr. Ashish Tewari,0522 6781689,0522 6781681,tewariashish74@gmail.com,1
226010,"0522 2721991, 0522 2721995","09208883124, 09415207011, 09415287585",0788 2219888, 0565 2443310,na,http://www.divinehearthospital.com/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226010,0522 2300024,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226006,"0522 2961196, 0522 2323195",7703001503,0522 2961196,5222332554,fatimahospitallko@gmail.com,http://redcrosskarnataka.org/,Dr. Sudhir Srivastawa, 0522 2323195,9839184374,Srivastavasudhir@gmail.com,1
226002,0522 2441172,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://www.dropchaudharyhospital.com/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226026,"0522 2890730, 0522 2890812",9415183133,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
226022,"0522 2739917, 0522 2739918","09389893307, 09935896313",0788 2219888,0522 2739920,faizan1584@gmail.com,http://www.medisonhospital.com/,Faizan Iqbal,0522 2739917,9935896313,faizan1584@gmail.com,1
226004,7860059998,"07860054449, 09415016897",0788 2219888, 0565 2443310,fhbloodbank@gmail.com,http:/www.fehminahospital.com,Sufyan Khalid ,9415016897,7860054449,sufyan23@gmail.com,1
226001,0251 2442283,9559662557,0788 2219888, 0565 2443310,ms.gcrgbs@gmail.com,http://redcrosskarnataka.org/,Dr. Garima,	,9559662557,nandkishor@arpanbloodbank.org,1
226101,0251 2442283,9559912233,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. J.K. Satsangi,	,9450020898,mcscms2013@gmail.com,1
226003,9415410623,"09815157018, 09501620619",8765111111, 0565 2443310,na,http://redcrosskarnataka.org/,DR. ANIL KUMAR,	,9415410623,anillucknow@hotmail.com,1
492001,0251 2442283,9235407888,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Balendra Singh Sodhi,	,9335026437,balendrasodhi@gmail.com,1
492001,05523 222204,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
210427,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
205001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
281006,0565 2430857,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
281406,0251 2442283,7055400500,0788 2219888, 0565 2443310,kdmchrc@gmail.com,http://redcrosskarnataka.org/,Dr. Ramesh Chand Devrani,	,7055502242,nandkishor@arpanbloodbank.org,1
281001,0565 2401199,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
281004,5652421198,9897529288,0788 2219888, 0565 2443310,sadbhawnabloodbank@gmail.com,http://redcrosskarnataka.org/,DR.PRADEEP KUMAR PARASHAR,	,9822324340,nandkishor@arpanbloodbank.org,1
208017,8171911911,8171911911,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Shashank Maheshwari,8171911911,9897627000,rbb911@gmail.com,1
492001,0124-6678484,0565-6675500,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Abhay Singh,	,5656675500,info@nayaticharity.org,1
492001,8477000180,8477002701,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ajay Sharma,8130668870,9822324340,nandkishor@arpanbloodbank.org,1
281121,0565 2442310,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
275101,0547 220943,7839038093,0788 2219888, 0565 2443310,fatimahospital@rediffmail.com,http://www.nhp.gov.in,Dr.Ritesh Kumar Agrawal,7839038093,7839038093,fatimahospital@rediffmail.com,1
275101,0251 2442283,9927612995,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0121-2632226,9456452466,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Nisha Malik,	,9536934455,kailashihospital@yahoo.com,1
250001,0121 2643012,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
250003,0121 2760040,"09815157018, 09501620619",0788 2219888,0121 27770114,na,http://redcrosskarnataka.org/,Dr. R.K.Agarwal,	,9557044475,nandkishor@arpanbloodbank.org,1
250004,0121 2763647,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
250002,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
250005,"0121 2439150, 0121 2439112","99,900,187,377,217,500,000",0788 2219888,0121-2439127,na,http://www.subharti.com/,Dr. Davendra swarup,0121 2439066,9536032461,drdswarup@gmail.com,1
250002,0121 2525864,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
250002,0121 4002113,9997911425,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
250002,0121 2792000,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
250001,"0121 2663888, 0121 2663887, 0121 2651700","09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,9412746144,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,7055005923,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Shailza,7055005923,7055005923,rgims@rggi.educ.in,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Charu Shastri,	,9822324340,nandkishor@arpanbloodbank.org,1
231001,05442 253092,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
244001,0591 2410670,9415755536,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
244221,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
244001,0591 2551100,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
244001,"0591 2413857, 0591 2422395","09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
244001,0591 2481720,9760016106,5912479837, 0565 2443310,dgpath@gmail.com,http://redcrosskarnataka.org/,Dr. Divya Goel,9760016106,9760016106,dgpath@gmail.com,1
244102,"0591 2476819, 16, 2360777 ","09815157018, 09501620619",0788 2219888, 0565 2443310,tmhrcbloodbank@gmail.com,http://www.tmu.ac.in/medical/hospital.htm,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
244001,"0591 2555500, 0591 2555501",8477007857,0788 2219888,0591-2555545,cosmos.mbd@gmail.com,http://www.cosmoshospital.co.in/who-we-are/,Dr. Akhil Agarwal,9837138732,9837138732,drakhil27@gmail.com,1
244001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0591-2452995,9837041715,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Poornima Gupta,	,9837041715,kdc_rc@kothiwaldentalcollege.com,1
248001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
250611,0131 2607279,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
251001,0131 2440407,9450268160,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
251201,01396 52702,9997732222,0788 2219888, 0565 2443310,na,http://www.mmcollege.org/,Dr. G. S. Manchanda,9634194602,9634194602,gurdip_manchanda@yahoo.co.in,1
262001,0251 2442283,9415030192,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,05882 253269,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
230001,0251 2442283,9415486482,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
229001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Ashok Sharma,	,9415190457,nandkishor@arpanbloodbank.org,1
244901,0595 2324687,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
244901,"0595 2341916, 0595 2329242","09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
247001,0132 2716003,9359202132,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Rajeev ,8273013215,8273013215,nandkishor@arpanbloodbank.org,1
247001,0132 2715408,9415058785,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
247001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,13222716234,9917032866,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ranbeer Singh,	,9917032866,wajid.glocalmedical@gmail.com,1
492001,0251 2442283,9557033929,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Renu Sharma,	,9557033929,drsangeetagirish@gmail.com,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Rakesh Kumar Chaudhary,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,9837089591,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ritu Saxena,	,9927089591,drritusaxena89@yahoo.com,1
492001,05547 226392,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,5414224503,9936042720,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. R.K. Mishra ,	,9415214537,jeevandeepbloodbank@gmail.com,1
221409,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
221304,04414 251406,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
242001,05842 240209,9412377198,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Shabahat Hussain,9415588010,9415588010,nandkishor@arpanbloodbank.org,1
242001,05842 280224,"09451311952, 09793513286",7081212212, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,"05842 280994, 05842 281614","09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
242307,7080802008,9412462873,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr.S.C.Gupta,	,912462873,drsatishchandra@rediffmail.com,1
247776,JAWAHAR LAL PRESIDENT,9813096886,0788 2219888, 0565 2443310,shamlibloodbank2014@gmail.com,http://redcrosskarnataka.org/,JAWAHAR LAL,9813096886,9813096886,shamlibloodbank2014@gmail.com,1
492001,0251 2442283,9897593595,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Kanwar Pal Singh,	,9837118064,ambabbshamli@gmail.com,1
271845,05250 222704,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
261303,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
261001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
261131,"05862 252228, 05862 252850",8604905210,05862 252228, 0565 2443310,bcmlaboratory@gmail.com,http://www.bcmhospitalkhairabad.com,Dr. Veenu Agarwal,	,9822324340,drveenujain33@yahoo.com,1
492001,0522-4927277,9415022105,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr.Richa Mishra,0522-4927277,"941,502,210,509,415,000,000",nandkishor@arpanbloodbank.org,1
231217,"05446 252077, 05446 252079, 05446 254791, 05446 254796","09815157018, 09501620619",0788 2219888, 0565 2443310,manoj.malpani@adityabirla.com,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
231216,0251 2442283,9161349145,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
227412,05368 255009,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Sahil Murad,05368 255009,9822324340,nandkishor@arpanbloodbank.org,1
