Sr No, Blood Bank Name, State, District, City, Address, Website, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, Latitude, Longitude
2338,Government District Head Quarter Hospital Nalgonda,Telangana,NALGONDA,Gollaguda,"Blood Bank, District Head Quarters Hospital Premises, 1st Floor, Old Building, Nalgonda",,MD (Pathology),Government,NO,NO,24x7,17.055864,79.277882
2339,Jyothi Hospital Blood Bank,Telangana,NALGONDA,Miryalaguda," Blood Bank, Ground Floor, Near Hanuman Temple, Church Road, Miryalaguda, Nalgonda",,,Private,,,,0.0,0.0
2340,Indian Red Cross Society,Telangana,NALGONDA,Nalgonda," Blood Bank, D.No. 5-6-300, Red cross Bhavan, Near RTC Bus Stand, Nalgonda",,,Charity,,,24x7,17.054925,79.273455
2341,Kamineni Institute of Medical Sciences Hospital ,Telangana,NALGONDA,Narketpally,"Blood Bank, Ground Floor, Sreepuram, Narketpally, Nalgonda",,,Private,,,,0.0,0.0
2342,Lions Club Blood Bank,Telangana,NALGONDA,Suryapet,"Govt Area Hospital, Main Road , Suryapet - Nalgonda Dist  08684-224699",,,,,,24x7,17.057571,79.262029
2343,"Indian Red Cross Society ,RCH-II",Telangana,NALGONDA,Suryapet,"Blood Bank, RCH-II, TVVP Area Hospital, 1st Floor, Suryapet, dist:Suryapet.",,"MBBS, DLO",Government,YES,YES,24x7,17.141493,79.606681
2344,Sai Prasad Orthopedic Hospital,Telangana,NALGONDA,Suryapet,"Blood Bank, H.No.1-2-270/45/3, Opposite Vijetha Hotel, Suryapet, Nalgonda",,MBBS,Private,NO,NO,24x7,17.135315,79.633367
2345,Indian Red Cross Society,Telangana,NIZAMABAD,Kamareddy,"Blood Bank, Area Hospital, Kamareddy, Nizamabad",,,Charity,,,24x7,18.322975,78.337899
2346,V.T.Thakur Memorial Rotary,Telangana,NIZAMABAD,Kamareddy,"Blood Bank, H.No.1-4-31/1, Godown Road, Bathukammakunta, Kamareddy, Nizamabad",,MBBS,Charity,NO,NO,24x7,18.323995,78.334305
2347,The Government District Headquarters Hospital ,Telangana,NIZAMABAD,Khaleelwadi,"Blood Bank, 7th  Floor, Khaleelwadi, R.P. Road, Nizamabad",,MBBS MD,Government,YES,NO,24x7,18.675665,78.099084
2348,Indian Red Cross Society,Telangana,NIZAMABAD,Khaleelwadi,"Blood Bank, M.R.O. Office, Complex, Khaleelwadi, Nizamabad",,MBBS,Charity,YES,NO,24x7,18.672505,78.094087
2349,Perali Narasaiah Memorial Charitable Trust ,Telangana,NIZAMABAD,Khaleelwadi,"Blood Bank, H.No.5-7-71, Khaleelwadi, Nizamabad",,MBBS,Charity,NO,NO,24x7,18.674236,78.10156
2350,S.B.Voluntary Blood Bank,Telangana,NIZAMABAD,Khaleelwadi," H.No.5-6-812, 3rd Floor, Amrutha Laxmi Hospital, Opposite Rajiv Gandhi Auditorium, Khaleelwadi, Nizamabad",,MBBS,Charity,NO,NO,24x7,18.673955,78.102653
2351,M.M.Voluntary Blood Bank,Telangana,RANGAREDDY,Hyderabad,"4-194, Ferozguda, Balanagar, Hyderabad",,,Charity,,,,0.0,0.0
2352,BBR Multispeciality Hospital Blood Bank,Telangana,RANGAREDDY,Hyderabad,"H. No.: 7-4-194, Ferozguda, Near Bank of India, Balanagar, Hyderabad",,"MBBS, DCP",Private,YES,YES,24x7,17.464246,78.457112
2353,Janani Voluntary Blood Bank,Telangana,RANGAREDDY,Hyderabad,"D.No.125-28-11/1, GPR Complex, KPHB Colony, Kukatpally, Hyderabad",http://www.jananivoluntary.org,MBBS,Charity,YES,NO,24x7,17.491139,78.398166
2354,Life Voluntary Blood Bank,Telangana,RANGAREDDY,Hyderabad,"MIG-323,Above Syndicate Bank,Road no-4, Remedy hospital lane,  First Floor, KPHB Colony, Phase-I, Kukatpally, Ranga Reddy. ",,MBBS,Charity,NO,NO,24x7,17.492862,78.39781
2355,Ozone Institute of Medical Sciences Hospital Blood Bank,Telangana,RANGAREDDY,Hyderabad,"H. No.: 11-13-201/33, Plot No. 23, 25 & 26. Road No. 4, Green Hills Colony, L. B. Nagar, Hyderabad",,MBBS (Rtd DMO),Private,YES,YES,24x7,17.36107,78.549759
2356,Rajyalakshmi Charitable Trust Blood Bank (A Unit of Rajyalakshmi Charitable Trust),Telangana,RANGAREDDY,Hyderabad,"1st Floor, D.No.18-77/78, Street No.3, Kamala Nagar, Chaitanyapuri, Dilsukhnagar, Hyderabad",,MBBS,Charity,YES,YES,24x7,17.367454,78.530729
2357,Kamineni Hospitals Private Limited Blood Bank,Telangana,RANGAREDDY,Hyderabad,"Sy.No. 68, L.B.Nagar, Hyderabad",,,Private,,,,0.0,0.0
2358,Continental Hospital Blood Bank,Telangana,RANGAREDDY,Hyderabad,"Plot No. 3, Road No. 2, IT & Financial district, Nanakramguda, Hyderabad",http://www.continentalhospitals.com,MD (Pathology),Private,YES,YES,24x7,17.417886,78.339922
2359,Asian Blood Bank of Asian Health Foundation,Telangana,RANGAREDDY,Hyderabad,"Plot No.2, 2nd floor, Shanthi Surabhi Complex, Dr.A.S.Rao Nagar X roads,  Hyderabad",,MBBS,Charity,NO,NO,24x7,0.0,0.0
2360,ADRM Hospital and Blood Bank,Telangana,RANGAREDDY,Hyderabad,"4th Floor, D.No. 9-2, Plot No. 3, Ramanthapur, Hyderabad",,MBBS,Private,YES,YES,24x7,17.398478,78.536069
2361,Narayana Hrudayalaya Mallareddy Hospital Blood Bank,Telangana,RANGAREDDY,Hyderabad," # 1-1-216, Suraram &#39;X&#39; Road, Qutbullapur Mandal, Jeedimetla, Hyderabad",,MBBS,Private,YES,NO,24X7,17.544026,78.433044
2362,Ram Hospital Blood Bank,Telangana,RANGAREDDY,Hyderabad,"2nd Floor,Ram Hospital, D.No.57/A, Shapur Nagar, IDA., Jeedimetla, Hyderabad",,MBBS,Private,YES,YES,24x7,17.516138,78.447736
2363,Malla Reddy Medical College and Malla Reddy General Hospital Blood Bank,Telangana,RANGAREDDY,Quthbullapur ,"Survey No.138, Suraram Main Roads, Quthbullapur Mandal",,MBBS,Private,NO,NO,24x7,17.545201,78.432739
2364,Shadan Institute of Medical Sciences Teaching Hospital & Research Centre Blood Bank,Telangana,RANGAREDDY,Rajendra Nagar Mandal,"Peerancheru, Himayath Sagar Road, Rajendra Nagar Mandal",,,Private,,,,0.0,0.0
2365,Aware Global Hospital Blood Bank,Telangana,RANGAREDDY,Ranga Reddy,"Ground Floor(North Block), Room No. 702 to 710, D.No.08-16-01, Sowbhagya Nagar, Sagar Road, Saroor Nagar",,,Private,,,,0.0,0.0
2366,Medicity Institute of Medical Sciences Blood Bank,Telangana,RANGAREDDY,Ranga Reddy,"Hospital Building, Ground Floor, Ghanapur(V), Medchal Mandal",,MD,Private,YES,NO,24 hours,0.0,0.0
2367,Usha Mullapudi Cardiac Centre,Telangana,RANGAREDDY,Ranga Reddy,"Gajularamaramb (v), Quthbullapur Municipality",,,Private,,,,0.0,0.0
2368,Bhaskar Medical College and General Hospital Blood Bank,Telangana,RANGAREDDY,Ranga Reddy,"Sy. No.220, 221/2 & 228, Yenkapally Village, Moinabad Mandal",,,Private,,,,0.0,0.0
2369,Dr. V. R. K. Womens college and general Hospital Blood Bank,Telangana,RANGAREDDY,Ranga Reddy,"Sy.No.176/38, Aziznagar(v), Moinabad Mandal",,,Private,,,,0.0,0.0
2370,SLMS Hospital Blood Bank,Telangana,RANGAREDDY,Ranga Reddy,"Nagole &#39;x&#39; Roads, Ranga Reddy",,MBBS,Private,NO,NO,24x7,17.376463,78.557369
2371,Ayaan Institute of Medical Sciences (AIMS),Telangana,RANGAREDDY,Ranga Reddy,"Teaching Hospital & Research Centre, Kanakammadi Village, Moinabad Mandal",,,Private,,,,0.0,0.0
2372,Citizens Hospital Blood Bank,Telangana,RANGAREDDY,Serilingampally,"D.No.1-100/1/CCH, Nallagandla Village, Serilingampally Mandal",http://www.citizenshospitals.com,"MBBS, MD (Transfusion Medicine)",Private,YES,YES,24x7,17.470667,78.311308
2373,Indian Red Cross Society Blood Bank,Telangana,RANGAREDDY,Vikarabad,"Govt. Community Health Centre, Vikarabad, Ranga Reddy",,MBBS,Charity,NO,NO,24x7,17.33643,77.904848
2374,"Indian Red Cross Society, Blood Bank",Telangana,WARANGAL,Hanumakonda,"Opp: Dist. Collectorate, Subedari,Hanamkonda.",,MBBS,Charity,YES,YES,24x7,18.005635,79.557155
2375,Indian Red Cross Society Blood Bank RCH-II ( Jangaon),Telangana,WARANGAL,Janagoan,"Sub Divisional Branch, 1st Floor, Area Hospital Premises, Janagaon, Warangal",,,Government,,,24x7,17.721054,79.160411
2376,Government Mahatma Gandhi Memorial Hospital Blood Bank,Telangana,WARANGAL,Warangal,"MGM  Hospital Blood Bank, 1st Floor, O.P.Block, MGM. Hospital, Warangal",," MD (Pathology),MD(D.V.L)",Government,YES,NO,24x7,17.990313,79.592843
2377,Warangal Institute of Medical Sciences Blood Bank,Telangana,WARANGAL,Warangal,"D.No 7/45/7, Thimmapur, Hunter Road, Warangal",,,Private,,,,0.0,0.0
2378,Saint Anns Hospital Blood Bank,Telangana,WARANGAL,Warangal,"FATHIMANAGAR NIT (POST) WARANGAL DT. TELANGANA STATE 
",,"MBBS, DGO",Private,NO,NO,12 HRS,17.981693,79.52627
2379,Singareni Collieries Company Limited Area Hospital Blood Bank,Telangana,WARANGAL,Warangal ,"Bhupalpalli, Warangal ",,MBBS,Government,YES,NO,24x7,18.400965,79.852782
2380,Mother Voluntary Blood Bank,Telangana,WARANGAL,Warangal,"MAS (Multipurpose Amicable Social Services Society), D.No.11-26-231, 1st Floor, Opp: MGM Hospital, Warangal",,MBBS,Charity,YES,YES,24x7,18.000637,79.585628
2381,Kakatiya Voluntary Blood Bank (A Unit of Life Care Medical and Educational Society),Telangana,WARANGAL,Warangal,"Telengana Bhavan, Opposite Alankar Main Road, Hanumakonda, Warangal",,MBBS,Charity,NO,NO,24x7,18.003153,79.579693
2382,Bimal Singha Memorial Hospital Blood Bank,Tripura,Dhalai,Kamalpur,"Bimal Singha Memorial Hospital Kamalpur,  DhalaiTripura
",,MBBS (MD),Government,NO,NO,24x7,24.196139,91.831476
2383,District Hospital Gomati Blood Bank,Tripura,Gomati,Udaipur,"District Hospital,Near Tepania Eco Park, Udaipur Gomati, ",,MBBS,Government,YES,NO,24x7,23.554399,91.455532
2384,District Hospital  Blood Bank Dharmanagar,Tripura,North Tripura,Dharmanagar,"District Hospital North Tripura, Hospital Road",,MBBS,Government,NO,NO,24x7,24.234,92.09507
2385,R.G.M Hospital Blood Bank Unakoti ,Tripura,Unakoti,Kailashahar,"District Hospital Unakoti, Kailashahar, Unakoti, Opp to District Jail",,"MBBS, DCP",Government,NO,NO,24x7,24.304612,92.033366
2386,Indira Gandhi Memorial Hospital Blood Bank,Tripura,West Tripura,Agartala,"Indira Gandhi Memorial (I.G.M) Hospital, Akhaura Road, Agartala, Tripura West.",,MBBS,Government,NO,NO,24x7,23.8311,91.276015
2387,Tripura Medical College and Dr. B.R.A.M. Teaching Hospital Blood Bank,Tripura,West Tripura,Agartala,"Tripura Medical College, Hapania, Agartala, West Tripura.",http://www.tmc.nic.in/,"MBBS, MD",Private,YES,NO,24x7,23.783323,91.25688
2388,ILS Hospital Blood Bank,Tripura,West Tripura,Agartala,"Capital Complex Extension, P.O. New Secretariat, Kunjaban, Agartala, Tripura.

",,"MBBS, DCP",Private,YES,NO,24x7,23.867534,91.289606
2389,Agartala Govt. Medical College GBP Hospital Blood Bank,Tripura,West Tripura,Agartala,"Agartala Government Medical College and G.B. Hospital Complex, P.O.- Kunjaban, Agartala, Tripura",,"MBBS, MD",Government,YES,NO,,23.51648,91.17531
2390,Military Hospital,Uttar Pradesh,AGRA,Agra,"Idgah Colony, Agra, Uttar Pradesh 282001",,,Government,,,24X7,27.152822,77.999201
2391,Samarpan Blood Bank,Uttar Pradesh,AGRA,Agra,"Samarpan Bhawan
Delhi Gate",http://samarpansamiti.org/,DIM,Charity,YES,YES,24X7,27.19704,77.997713
2392,District Hospital Blood Bank,Uttar Pradesh,AGRA,Agra,"MG Road, Chhipitola, Rakabganj, Agra
",http://www.sbtcup.org,MD (Pathology),Government,YES,NO,24x7,27.17064,78.010456
2393,S.N. Medical College,Uttar Pradesh,AGRA,Agra,Meerut,http://www.snmcagra.in/,,Government,,,24x7,27.188073,78.006357
2394,Agra City Blood Bank,Uttar Pradesh,AGRA,Agra,"71, M.G. Road, Opposite to  Subhash Park",,MBBS,Private,NO,NO,24x7,27.179146,78.002405
2395,Goyal Jan Suvidha Charitable Blood Bank,Uttar Pradesh,AGRA,Agra,Sanjay Place,http://www.nhp.gov.in/blood_bank/detail/2664,,Private,,,9AM to 7 PM,27.198683,78.003769
2396,Life Line Charitable Blood Bank,Uttar Pradesh,AGRA,Agra,"156 A, Gulab Rai Marg, Delhi Gate",http://www.lifelineagra.com,M.D. Path,Private,YES,YES,24x7,28.33669,79.420104
2397,Pushpanjali Hospital and Research Centre Private limited,Uttar Pradesh,AGRA,Agra,Delhi Gate,,MD (Pathology),Private,YES,YES,24x7,27.198608,77.995402
2398,Sanjeevani Charitable Blood Bank ,Uttar Pradesh,AGRA,Agra,"A Unit of Sanjeevani Charitable Trust, 2/42A, Ramnagar Colony, Church Road",,,Private,,,24x7,27.204177,78.003361
2399,Lions Agra Mahan Charitable Blood Bank (Suspande),Uttar Pradesh,AGRA,Agra,"35/76, Mughal Road, Kamla Nagar",,,Charity,,,,0.0,0.0
2400, Lokhitam Blood Bank,Uttar Pradesh,AGRA,Agra,"D-520, Kamla Nagar",,,Private,YES,YES,24x7,27.215043,78.02117
2401,G.R. Hospital and Research Centre Private limited,Uttar Pradesh,AGRA,Agra,"Near Bhole Baba Dairy, Barauli Ahir, Shamsabad Road",,,Private,YES,YES,24X7,27.12969,78.052565
2402,Pushpa Maa Samaj Charitable Blood bank,Uttar Pradesh,AGRA,Agra,"1st Floor, Gihar Complex, Khandari, X-ing, NH - 2,",,"MBBS, MD (Pathology)",Charity,YES,YES,24x7,27.21103,77.989507
2403,Sri Jagdamba Charitable Blood Bank and Component,Uttar Pradesh,AGRA,Agra,"D-101, Phase-2, Trans Yamuna Colony,",,,Charity,,,24x7,27.203435,78.046861
2404,Manav Seva Charitable Blood Bank,Uttar Pradesh,AGRA,Agra,"5/75, Old Mathura Road, Madiya Kayra",,MD (Pathology),Private,YES,,24x7,0.0,0.0
2405,Moolchand Medicity Blood Bank,Uttar Pradesh,AGRA,Agra,"Khasra No. 643, Artoni, Delhi Tathura Road, NH-2,",,,Private,YES,2,,0.0,0.0
2406,Amrit Charitable Blood Bank,Uttar Pradesh,AGRA,Agra,"3, Jamuna Complex, 100 Futa X-Ing, Shamshabad Road",,,Charity,YES,,,0.0,0.0
2407,Om Charitable Blood Bank ,Uttar Pradesh,AGRA,Agra,"31/1C/A, Raja Ram Ki Bagiya, Rajapur Chungi, Saheed Nagar",,,Charity,YES,2,,0.0,0.0
2408,"Malkhan Singh, District Hospital Blood Bank",Uttar Pradesh,ALIGARH,Aligarh,"Rasalganj Road, City, Aligarh",,MD (Pathology),Government,YES,,,27.889079,78.071255
2409,Har Prasad Blood Bank,Uttar Pradesh,ALIGARH,Aligarh,Badaun,,,Private,,,24X7,0.0,0.0
2410,J.N. Medical College Blood Bank,Uttar Pradesh,ALIGARH,Aligarh,"AMU Aligarh
",,MD (Pathology),Government,YES,NO,24x7,27.918377,78.088725
2411,Dev Hospital Blood Bank,Uttar Pradesh,ALIGARH,Aligarh,"18/205, Sarai Khirni, Agra Road",,"M.B.B.S., M.D.",Private,NO,NO,,27.616404,78.055196
2412,Jeevan Jyoti Blood Bank,Uttar Pradesh,ALIGARH,Aligarh," A Unit of Jeevan Jyoti Hospital, Soot Mill Crossing, G.T. Road",,M.B.B.S. (MS),Private,YES,,24hrs.,0.0,0.0
2413,"Jeevan Sanjeevan Blood Bank, Jeevan Hospital",Uttar Pradesh,ALIGARH,Aligarh,"2/151, Bela marg, Vishnupuri",,,Private,,,,27.882584,78.082163
2414,Life Care Charibable Blood Bank,Uttar Pradesh,ALIGARH,Aligarh,"Basement Narayani Hospital, Atroli Bus Stand, Ramghat Road",,,Charity,YES,YES,24x7,0.0,0.0
2415,Shanti Nursing Home Blood Bank,Uttar Pradesh,ALIGARH,Aligarh,"Shanti Nursing Home, Complex, Ramghat Road",,,Private,YES,2,,0.0,0.0
2416,"S.R.N. Hospital, M.L. N. Medical College",Uttar Pradesh,ALLAHABAD,Allahabad,"Hanuman Mandir, Swarooprani Hospital, North Malaka",,MD (Pathology),Government,YES,NO,24x7,25.456005,81.852791
2417,Military Hospital Blood Bank,Uttar Pradesh,ALLAHABAD,Allahabad,Mahoba,,,Government,,,,25.46047,81.814778
2418,Moti Lal Nehru District Hospital Blood Bank,Uttar Pradesh,ALLAHABAD,Allahabad,"12 Dr. Katjoo Road, Allahabad Near Railway Station
",,MD (Pathology),Government,YES,NO,24x7,25.439232,81.8286
2419,S.M. Medicare Private Limited Blood Bank,Uttar Pradesh,ALLAHABAD,Allahabad," 146, Karnal Ganj",,,Private,,,,0.0,0.0
2420,AMA (Allahabad Medical Association) Blood Bank,Uttar Pradesh,ALLAHABAD,Allahabad,"Stanely Road, Allahabad
",,MD (Pathology),Charity,YES,YES,24/7,25.468205,81.844042
2421,Tejbahadur Sapru Hospital Blood Bank,Uttar Pradesh,ALLAHABAD,Allahabad,Stanley Road,,MD (Pathology),Government,YES,NO,,0.0,0.0
2422,Mahamaya Rajkiya Allopathic Medical College,Uttar Pradesh,AMBEDKAR NAGAR,Ambedkar Nagar,"Mahamaya Rajkiya Allopathic Medical College, Saddarpur Tanda 
",,MD (Pathology),Government,NO,NO,24X7,26.509125,82.6139
2423,Jyotibaphule Combined District Hospital Blood Bank,Uttar Pradesh,AMBEDKAR NAGAR,Ambedkar Nagar,,,,Private,,,,0.0,0.0
2424,Venkateshwara Institute of Medical Sciences Blood Bank,Uttar Pradesh,AMROHA,Amroha," Run by Shri Bankey Bihari Educational and Welfare Trust, NH-24, Rajabpur, Gajraula",,,Private,,,,0.0,0.0
2425,District Combined Hospital Blood Bank,Uttar Pradesh,AMROHA,Jyotiba Phule Nagar,,,,Government,,,,0.0,0.0
2426,District Hospital Blood Bank,Uttar Pradesh,AURAIYA,Auriya,,,,Government,,,24x7,0.0,0.0
2427,Govt. Medical College & Super Facility Hospital Azamgarh,Uttar Pradesh,AZAMGARH, Azamgarh,"First Floor, Campus Of Govt. Medical College",,,Government,YES,2,,0.0,0.0
2428,District Hospital Blood Bank,Uttar Pradesh,AZAMGARH,Azamgarh,"District Hospital Blood Bank, Azamgarh
",,MD (Pathology),Government,YES,,24x7,0.0,0.0
2429,Maha Mritunijaya Hospital Lord Budha Medical College Blood Bank,Uttar Pradesh,AZAMGARH,Azamgarh,,,,Private,,,,0.0,0.0
2430,District Combined Hospital Blood Bank,Uttar Pradesh,BAGHPAT,Baghpat,"Bhajan Vihar, Baghpat",,,Government,,,24x7,28.946386,77.21707
2431,"M/s Astha Blood Bank and Components, Astha Multispeciality Hospital",Uttar Pradesh,BAGHPAT,Barut,"near P.N. Sharma Park, Delhi Road",,,Private,,,,0.0,0.0
2432,District Hospital Blood Bank,Uttar Pradesh,BAHRAICH,Bahraich,"Friganj, Bahraich",,,Government,,,,27.572408,81.605903
2433,District Hospital Blood Bank,Uttar Pradesh,BALLIA,Ballia,"District Hospital Blood Bank
",,MD (Pathology),Government,NO,NO,24x7,25.750805,84.147468
2434,Combined District Hospital Blood Bank,Uttar Pradesh,BALRAMPUR,Balrampur,"Combined District Hospital, Balrampur
",,"MBBS, D. Orth",Government,NO,NO,24x7,27.409812,82.192775
2435,District Hospital Blood Bank,Uttar Pradesh,BANDA,Banda,"District Hospital, Banda
",,"MBBS, DCP",Government,NO,NO,12x7,25.48931,80.334888
2436,District Hospital Blood Bank,Uttar Pradesh,BARABANKI,Barabanki,"District Hospital, Barabanki",,"MBBS, DCP",Government,NO,NO,24x7,0.0,0.0
2437,Hind Institute of Medical Sciences,Uttar Pradesh,BARABANKI,Barabanki,"Near Minar Canal, Safedabad-Faizabad Road",,,Private,YES,NO,24x7,26.906812,81.122637
2438,Mayo Institute of Medical Sciences Blood Bank,Uttar Pradesh,BARABANKI,Barabanki,"Run by Bodhisatva Charitable Trust, Faizabad Road, Gadia aizabad Road, Gadia, Barabanki, Dharsani",,MD (Pathology),Private,YES,NO,24x7,26.909607,81.141778
2439,Military Hospital Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,Hamirpur,,,Government,,,24x7,28.332012,79.426081
2440,District Hospital Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"Civil Lines, Bareilly, Uttar Pradesh
",,MD (Pathology),Government,YES,YES,24x7,28.361399,79.416409
2441,Ganga Sheel Charitable Trust Blood Bank,Uttar Pradesh,BAREILLY,Bareilly," A-3, Rampur Garden",,,Private,YES,NO,24x7,28.347944,79.426794
2442,Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"Bareilly - Nainital Road, Bhojipura, Bareilly, Uttar Pradesh",http://www.srms.ac.in,"MBBS, MD (Path)",Charity,YES,NO,24x7,28.481101,79.443201
2443,Keshav Madho Blood Bank and Pathology,Uttar Pradesh,BAREILLY,Bareilly,,,,Private,,,12x7,0.0,0.0
2444,Ruhelkhand Medical College and Hospital Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,Pilibhit By Pass Road,,MD (Pathology),Private,YES,NO,24x7,28.380191,79.462087
2445,Clara Swain Mission Hospital Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"Civil Lines, Bareilly",,,Private,,,24x7,28.349627,79.415881
2446,IMA Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"IMA Bhawan, 110, Civil Lines",,,Private,,,24x7,28.346917,79.424735
2447,IMA Blood Bank,Uttar Pradesh,BAREILLY,Bareilly,"Run by Indian Medical Association, Civil Lines",,,Government,,,24x7,28.346917,79.424734
2448,Rajshree Medical Research Institute,Uttar Pradesh,BAREILLY,Bareilly,"21 Km Near Toll Plaza, Rampur Road Bareilly",,,Charity,YES,NO,24 Hrs,28.48308,79.285312
2449,District Hospital Blood Bank,Uttar Pradesh,BASTI,Basti,Bhinga,,,Government,,,,26.800773,82.759197
2450,M/s Sewa Blood Bank,Uttar Pradesh,BASTI,Basti,"R.K. Puram, Near Kotwali",,,Charity,NO,NO,,26.7800781,82.76441135
2451,OPEC Hospital Blood Bank,Uttar Pradesh,BASTI,Basti,"OPEC Hospital, Basti
",,"MBBS, MD",Private,YES,NO,24x7,26.779101,82.762356
2452,District Hospital Blood Bank,Uttar Pradesh,BIJNOR,Bijnor,Lakhimpur Khiri,,,Government,,,24x7,29.384974,78.136521
2453,Sarvodaya Jankalyan Samati,Uttar Pradesh,BIJNOR,Bijnor,"Near Exchange, Kalagarh Road, Dharmpur",,,Private,,,24x7,26.005074,81.044749
2454,Shubham Sarvam Charitable Blood Bank,Uttar Pradesh,BIJNOR,Bijnore, Civil Lines,,,Charity,YES,2,,0.0,0.0
2455,District Hospital Blood Bank,Uttar Pradesh,BUDAUN,Badaun,Bareilly,,,Government,,,,28.027732,79.126275
2456,Wadhwa Blood Bank,Uttar Pradesh,BULANDSHAHR,Bulandshahar,"Chattari Compound, Teachers Colony Road, Near Lala Ka Chaurah",,,Private,,,,0.0,0.0
2457,Babu Banarasi Das District Hospital Blood Bank,Uttar Pradesh,BULANDSHAHR,Bulandshahar,Gonda,,,Government,,,24x7,28.728373,77.468591
2458,NAPS (Narora Atomic Power Station) Hospital Blood Bank,Uttar Pradesh,BULANDSHAHR,Narora,Narora,,,Private,,,,28.205915,78.379131
2459,Pt. Kamlapati District Combined Hospital,Uttar Pradesh,CHANDAULI,Chandauli,"District Combined Hospital, Chandauli
",,MD (Pathology),Government,NO,NO,12 AM to 7 PM,0.0,0.0
2460,Combined District Hospital Blood Bank,Uttar Pradesh,CHITRAKOOT,Chitrakoot,"Combined District Hospital
",,MBBS,Government,NO,NO,24x7,25.196167,80.914609
2461,District Hospital Blood Bank,Uttar Pradesh,DEORIA,Deoria,"Saket Nagar, Deoria",,,Government,,,,26.495682,83.781488
2462,District Hospital Blood Bank,Uttar Pradesh,ETAH,Etah,Ferozabad,,,Government,,,,0.0,0.0
2463,Dr. Bhimrao Ambedkar Combined Hospital (District Hospital),Uttar Pradesh,ETAWAH,Etawah,"Civil Lines, Etawah
",,"MBBS, DCP",Government,NO,NO,24x7,26.787903,79.005523
2464,Rural Institute of Medical Sciences and Research,Uttar Pradesh,ETAWAH,Etawah,Safai,http:/www.rimsnr.ac.in,MBBS,Government,YES,NO,24x7,26.96145,78.962055
2465,Achintya Charitable,Uttar Pradesh,ETAWAH,Etawah,"199/180-A, Friends Colony, Bharathana Chauraha Road",,,Charity,NO,NO,,0.0,0.0
2466,District Hospital Blood Bank,Uttar Pradesh,FAIZABAD,Faizabad,Shahjahanpur,,,Government,,,24x7,26.777679,82.141614
2467,Chandan Diagnostics Center and Blood Bank,Uttar Pradesh,FAIZABAD,Faizabad,"Mukut Complex Near District Hospital Rakabganj, Lajpat Nagar, Faizabad",,,Private,,,24x7,26.774399,82.143734
2468,The Care Hospital Blood Bank,Uttar Pradesh,FARRUKHABAD,Farrukhabad,"5C/A-22, Avas Vikas, Near Lohiya Hospital",,,Private,YES,2,,0.0,0.0
2469,Dr. Ram Manohar Lohiya Joint Hospital,Uttar Pradesh,FARRUKHABAD,Fatehgarh,"Dr. Ram Manohar Lohiya Joint Hospital, Farrukhabad
",,"MBBS, DCH",Government,NO,NO,24x7,0.0,0.0
2470,District Hospital Blood Bank,Uttar Pradesh,FARRUKHABAD,Frukhabad,"MDR 110W, LIC Officers Colony, Awas Vikas Colony, Farrukhabad",,,Government,,,24x7,0.0,0.0
2471,District Hospital Blood Bank,Uttar Pradesh,FATEHPUR,Fatehpur,Azamgarh,,,Government,,,,25.936333,80.813799
2472,Shyam Nursing Home and Blood Bank,Uttar Pradesh,FATEHPUR,Fatehpur,"400/761, Civil Line (Near S.P. Residence)",http://www.rjdc.in,M.B.B.S,Private,NO,NO,24x7,25.930647,80.800955
2473,"SNM, District Hospital Blood Bank",Uttar Pradesh,FIROZABAD,Firozabad,"Rehna Road, Bypass Road Company Baag, Arya Nagar
",,"MBBS, DCP",Government,NO,NO,24x7,27.157627,78.389439
2474,Jeevan Dhara Blood Bank,Uttar Pradesh,FIROZABAD,Firozabad,"8 Buddh Ashram, Bye Paas Road",,,Private,,,,27.160557,78.398609
2475,Dr. M.C. Agrawal Hospital and Research Centre Private limited,Uttar Pradesh,FIROZABAD,Firozabad,"Kotla Chungi, Bye Pass Road",,,Private,,,,27.159652,78.403521
2476,F.H. Hospital Blood Bank,Uttar Pradesh,FIROZABAD,Firozabad,"Near Etmadpur, Railway over Bridge NH-2, Tundla District, Firozabad",,,Private,,,24x7,27.230412,78.212065
2477,Sevarth Sansthan Blood Bank,Uttar Pradesh,FIROZABAD,Firozabad,"Sevarth Sansthan Seth Bimal Kumar Jain Trauma and Phsytherapy Dharmarth Samiti, NH-2, Agra Road",,,Private,,,24x7,27.23053,78.21226
2478,Naveen Hospital,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Dadri,Railway Road,,,Private,,,,28.477615,77.518568
2479,International Hospital Private Limited Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Gautam Budh nagar," B-22, Sector -62",,,Private,,,,0.0,0.0
2480,Noida Charitable Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Gautam Budh Nagar," 2Nd Floor, Khasra No. 587, I Block Near Shiv Mandir, Moolchand Tower Village-Chaura Sec-22, Noida",,,Charity,YES,2,,0.0,0.0
