Sr No, Blood Bank Name, State, District, City, Address, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, License #, Date License Obtained, Date of Renewal, Latitude, Longitude,label
2086,Government Head Quarters Hospital Blood Bank,Tamil Nadu,KRISHNAGIRI,Krishnagiri,"Gandhi Road, Old pet, Krishnagiri",MBBS,Government,NO,NO,24x7,165,7/6/1999,31-12-2012,12.524837,78.220022,0
2087,Karunya Hospital Blood Bank,Tamil Nadu,KRISHNAGIRI,Krishnagiri,"No.46,  Ist Cross Co-Operative Colony","MBBS, FCCP",Private,NO,NO,24x7,221,20-08-2003,18-08-2013,0.0,0.0,0
2088,Government Rajaji Hospital Blood Bank,Tamil Nadu,MADURAI,Madurai,"Government Rajaji Hospital, Madurai","MBBS, MD",Government,YES,NO,24x7,67/28c,1/1/2012,31-12-2016,9.926986,78.131758,0
2089,Meenakshi Mission Hospital and Research Centre Blood Bank,Tamil Nadu,MADURAI,Madurai,"Lake Area, Melur Road, Madurai, Tamil Nadu ","MBBS, MD",Private,YES,YES,24x7,26/28C,14-02-1995,1/1/2008,9.947597,78.162318,0
2090,Thai Moogambigai Blood Bank and Clinical Laboratory,Tamil Nadu,MADURAI,Madurai,"No. 3 Ground Floor (Northern Side),  Javahar Cross Street,  Gandhi Nagar",MBBS,Private,NO,NO,24x7,157/98,1/11/1998,31-12-2016,0.0,0.0,0
2091,The Apollo Speciality Hospital Blood Bank,Tamil Nadu,MADURAI,Madurai,"No.14 Deputy Collectors Colony, Lake View Road, K.K. Nagar, Madurai",MBBS,Private,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,9.927966,78.148775,0
2092,Vadamalayan Hospital Blood Bank,Tamil Nadu,MADURAI,Madurai,"Vadamalayan Hospital, No.9B, PT Rajan Road, Chokkikulam, Reserve Police Line","MBBS, MD(Micro)",Private,YES,NO,24x7,260/28c,5/7/2015,5/7/2015,9.942846,78.130616,0
2093,Sivan Blood Bank Run by Lakshmiammal Memorial Trust,Tamil Nadu,MADURAI,Madurai,"Plot No.10, D.No. 58A Kuruvikaran Salai, 1st Cross Street, Aringnar Anna Nagar","MBBS, DV",Charity,YES,NO,24x7,271,25-12-2006,25-12-2016,9.923292,78.140268,0
2094,Velammal Medical College Hospital and Reserach Institute Blood Bank,Tamil Nadu,MADURAI,Madurai,"Velammal Village, Madurai-Tuticorin Ring Road, Anuppanadi
Madurai","MBBS, MD (Micro)",Private,YES,NO,24x7,344/28c,11/2/2013,10/2/2018,9.887094,78.150868,0
2095,Satyam Blood Bank,Tamil Nadu,MADURAI,Madurai,No. 21C Old Kuyavar Palayam Road ,MBBS,Private,NO,NO,24x7,11,1/1/2007,31-12-2011,0.0,0.0,0
2096,Annai Abirami Blood Bank,Tamil Nadu,MADURAI,Madurai,"171/1, Opposite S K G & CO, South Masi Street, Kondaiyanaidu Ln, Periyar, Madurai Main","MBBS, BMRD",Private,NO,NO,24x7,50,9/7/2009,8/7/2014,9.915247,78.119525,0
2097,Vignesh Blood Bank,Tamil Nadu,MADURAI,Madurai,No. 101 Sivaganga Road,MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2098,Madhura Blood Bank,Tamil Nadu,MADURAI,Madurai,"51 A, Harvey Nagar Main Road, Arasaradi",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2099,Christian Mission Hospital Blood Bank,Tamil Nadu,MADURAI,Madurai,"E Veli St. Old Kuyavar Palayam Salai, Madurai Main, Madurai","MBBS, MS, MCH",Private,NO,NO,24x7,278,16-07-2007,15-06-2012,9.915951,78.125557,0
2100,Government Head Quarters Hospital Blood Bank,Tamil Nadu,MADURAI,Madurai,"Government  Head quarters Hospital, Usilampatti, Madurai ","MBBS, DCH",Government,NO,NO,24x7,216,13-05-2003,13-05-2013,9.962367,77.788596,0
2101,M/S Jeevan Blood Bank,Tamil Nadu,MADURAI,Madurai,"Plot No.363, East 4th Cross street, KK Nagar",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2102,Government Hospital Blood Bank,Tamil Nadu,NAGAPATTINAM,Mayiladuthurai,"GovernmentHospital, MainRoad, Mayiladuthurai",MBBS,Government,NO,NO,24x7,232,30-03-2004,8/3/2009,11.10168,79.647377,0
2103,Government Head Quarters Hospital Blood Bank,Tamil Nadu,NAGAPATTINAM,Nagapattinam,"Government Head Quarters Hospital, Nagapattinam","MBBS, MD",Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,31-03-1997,31-12-2012,10.77284,79.843885,0
2104,Bharath Clinical Laboratory and Blood Bank,Tamil Nadu,NAMAKKAL,Namakkal,"No. 71/13, Trichy Main Road, Namakkal",MBBS,Charity,NO,NO,24x7,378/28c,9/4/2002,14-10-2020,0.0,0.0,0
2105,Shharc Charity Blood Bank,Tamil Nadu,NAMAKKAL,Namakkal,"39A, Dr. Shankaram Road, Gandhi Nagar (Near BSNL Office), Namakkal",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.215701,78.168668,0
2106,Government Head Quarters Hospital Blood Bank,Tamil Nadu,NAMAKKAL,Namakkal,"Government Head Quarters Hospital, Namakkal","MBBS,  DCP",Government,NO,NO,24x7,149/28C,1/1/1992,31-12-2016,11.216752,78.168939,0
2107,Government Hospital Blood Bank,Tamil Nadu,NAMAKKAL,Rasipuram,"Government  Hospital, Rasipuram",MBBS,Government,NO,NO,24x7,233,9/10/2003,8/8/2008,11.461112,78.185127,0
2108,Government Hospital Blood Bank Thiruchengode,Tamil Nadu,NAMAKKAL,Thiruchengode,"Thiruchengode, Namakkal.",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2109,Vivekanandha Medical Care Hospital Blood Bank,Tamil Nadu,NAMAKKAL,Tiruchengkodu,"SF No.20/1,2, Elayampalayam, Tiruchengodu",MBBS,Private,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2110,Government Head Quarters Hospital Blood Bank,Tamil Nadu,PERAMBALUR,Perambalur,"Government  Head Quarters Hospital,Thuraiyur Main Road, Perambalur","MBBS, MD",Government,NO,NO,24x7,170/28C,1/4/2011,31-04-2012,11.23657,78.860775,0
2111,Muthu Medical Center Blood Bank (Muthu Charitable Trust),Tamil Nadu,PERAMBALUR,Perambalur,"No.153 Mettu Street  Opposite to Vegetable Market Perambalur, Tamil Nadu","MBBS, MD",Charity,NO,NO,24x7,258/28C,5/4/2005,5/4/2010,11.238114,78.864898,0
2112,Dhanalakshmi Srinivasan Medical College and Hospital Blood Bank,Tamil Nadu,PERAMBALUR,Siruvachur,"1st floor Diagnostic Block, Trichy  Chennai Highways (NH 45) Siruvachur, Perambaulur","MBBS, DD",Private,YES,NO,24x7,322/28 C,21-03-2011,20-03-2016,11.198683,78.872944,0
2113,M/S Kanakesa Thevar Memorial Hospital Blood Bank,Tamil Nadu,PUDUKKOTTAI,Pattukottai,"No 66 Chinnaiah Street, Pattukottai",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2114,Sree Meenakshi Multi Speciality Hospital Blood Bank (Run by Ayyamperumal and K Dakshinamoorthy Trust),Tamil Nadu,PUDUKKOTTAI,Pudukkottai,"4215, South 4th Street,Pudukkottai",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2115,Government Head Quarters Hospital Blood Bank,Tamil Nadu,PUDUKKOTTAI,Pudukkottai,"Government Head Quarters Hospital, Santhanathapuram
Pudukkottai","MBBS, MS",Government,NO,NO,24x7,99,31-03-1997,31-12-2017,10.378804,78.818264,0
2116,Government Hospital Blood Bank,Tamil Nadu,PUDUKKOTTAI,Pudukkottai,"The Medical Officer,  Taluk Government  Hospital, Aranthangi",MBBS,Government,NO,NO,24x7,237,6/4/2004,5/4/2014,10.180049,79.000136,0
2117,Government Headquarters Hospital Blood Bank,Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,"Government Headquarters Hospital, Ramanathapuram","MBBS, MS",Government,NO,NO,24x7,91/28C,11/6/1997,31-12-2012,9.363747,78.831928,0
2118,M/S Ramnad Blood Bank( Run by C.Lakshmiammal Memorial Trust),Tamil Nadu,RAMANATHAPURAM,Ramanathapuram,"No.1/225, &#34;Malligai illam&#34; Mahasakthi Nagar",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2119,Government Hospital Blood Bank,Tamil Nadu,SALEM,Attur,"Cuddalore Main Road, Attur, Salem District
",MBBS,Government,NO,NO,24x7,215,23-05-2003,2008,11.59695,78.60139,0
2120,Annai Blood Bank,Tamil Nadu,SALEM,Attur,"104/1, 1st floor, Sadagopar Street, North Udayarpalayam","MBBS, MD",Private,NO,NO,24x7,305,17-06-2009,16-06-2014,0.0,0.0,0
2121,Government Head Quarters Hospital Blood Bank,Tamil Nadu,SALEM,Metturdam,"Government Head Quarters Hospital, Mettur Dam",MBBS,Government,NO,NO,24x7,196,16-01-2002,31-12-2013,11.795825,77.798916,0
2122,Government Mohan Kumaramangalam Medical College Hospital Blood Bank,Tamil Nadu,SALEM,Salem,"Super Specialty Block, Steel Plant Main Road, Salem","MBBS, DCP",Government,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.656585,78.153948,0
2123,Sri Gokulam Hospital Blood Bank,Tamil Nadu,SALEM,Salem,"No. 3/60, Mayanur Road, Salem",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.672702,78.133827,0
2124,Sithi Vinayagar Blood Bank,Tamil Nadu,SALEM,Salem,"No, 1C Vidhyalaya Road, Salem","MBBS, DLO",Charity,NO,NO,24x7,21,1/1/2012,12/12/2013,11.671281,78.151721,0
2125,Vinayaga Mission Kirubananda Variar Medical College Hospital Blood Bank,Tamil Nadu,SALEM,Salem,"Sankari Main Road, Chinna Seeragapadi, Salem",MBBS,Private,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.585415,78.06378,0
2126,KSM Blood Bank (Run by Maruti Charitable Trust),Tamil Nadu,SALEM,Salem,"245/10 , 5th Cross street, Brindavan Road, Fairlands, Salem 
",MBBS ,Charity,YES,NO,24x7,318/28 C,11/1/2011,10/1/2016,11.666537,78.143476,0
2127,Salem Blood Bank,Tamil Nadu,SALEM,Salem,"Run by SHHARC Charity Trust, 2A 3rd Agraharam,  (Opposite to Kasiwiswanathar Temple), Salem
",MBBS ,Charity,YES,NO,24x7,279 / 28 C,24-07-2007,23-07-2012 (Applied),11.659085,78.168204,0
2128,Kurinji Hospital Blood Bank,Tamil Nadu,SALEM,Salem,"Tee Jay salai, Five Roads, Salem
",DMLT ,Private,YES,NO,24x7,280,31-07-2007,27-07-2012,11.677233,78.135322,0
2129,Maruti Blood Bank,Tamil Nadu,SALEM,Salem,"Door No. 5, 5/1, Srinivasa Complex, (First Floor) Ram Nagar, Meyyanur, Salem",MBBS ,Charity,YES,YES,24x7,296/28 C,Jul-97,3/6/2015,11.672426,78.136187,0
2130,Sivaramji Blood Bank (Unit of Janaseva Trust),Tamil Nadu,SALEM,Salem,"No 266, Omalur main road",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2131,Salem Steel Authority of India Salem Steel Plant,Tamil Nadu,SALEM,Salem,"Mohan Nagar, Salem",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.654349,78.025247,0
2132,Minu Labs and Blood Bank,Tamil Nadu,SALEM,Salem,"7.A/4, Ramakrishna Road, (Rajaji Road)",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.675357,78.131943,0
2133,S Palaniyandi Mudaliar Memorial Hospital Blood Bank,Tamil Nadu,SALEM,Salem,"No. 29 Cuddalore Road,  Ammapet, Salem
",DMLT ,Charity,NO,NO,24x7,173/28 C,20-03-2002,19-03-2017,11.661224,78.192156,0
2134,Sri Shellapha Hospital Blood Bank,Tamil Nadu,SALEM,Salem,"239, Rajaram  Nagar, Near Gandhi Stadium, Salem
","MBBS, DGO, DMRD",Private,NO,NO,24x7,287/28 C,28-12-2007,27-12-2017,11.659832,78.154862,0
2135,M/S SKS Hospital Blood Bank ( Unit of SKS Hospital (I) Private Limited),Tamil Nadu,SALEM,Salem,"No 50/2, First Floor, Brindavan Road, Alagapuram",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2136,KaraiKudi Blood Centre (Run by Vivekananda Trust),Tamil Nadu,SIVAGANGA,KaraiKudi,"1st Floor, No.24/7, Ayyanar Puram 2nd Street",MBBS,Charity,NO,NO,24x7,366/28c,31-10-2014,30-10-2019,0.0,0.0,0
2137,Government Sivagangai Medical College Hospital Blood Bank,Tamil Nadu,SIVAGANGA,Sivagangai,"Vanieyankudi, Sivagangai
","MBBS, MD, DGO ",Government,YES,NO,24x7,368/28 C,1998,31-12-2019,9.838881,78.478259,0
2138,Government Head Quarters Hospital Blood Bank,Tamil Nadu,SIVAGANGA,Sivagangai,"Government Head Quarters Hospital, Karaikudi, Sivagangai District
","MBBS, MS ",Government,NO,NO,24x7,209/28 C,25-03-2003,24-03-2013 (applied ),10.063948,78.777174,0
2139,Sri Kaali Blood Bank,Tamil Nadu,THANJAVUR,Kumbakonam,"No. 165A Gandhi Adigal Salai, Kumbakonam,  Tamil Nadu ",MBBS,Private,NO,NO,24x7,124,1/1/2012,15-01-2019,10.956521,79.37494,0
2140,Government Head Quarters Hospital Blood Bank,Tamil Nadu,THANJAVUR,Kumbakonam,"Government Head Quarters Hospital, Dr. Moorthy Road, Kumbakonam",MBBS,Government,NO,NO,24x7,97,31-03-1997,31-12-2012,10.969246,79.385655,0
2141,Government Hospital Blood Bank,Tamil Nadu,THANJAVUR,Pattukkottai,"Palaniappan St.Nadimuthu Nagar, Pattukkottai, ","MBBS, MS",Government,NO,NO,24x7,160/28C,5/1/1999,31-12-2012,10.421081,79.317866,0
2142,Thanjavur Medical College Hospital Blood Bank,Tamil Nadu,THANJAVUR,Thanjavur,"Thanjavur Medical College Hospital, Thanjavur",MD (Pathology),Government,YES,NO,24x7,51,12/3/1996,31-12-2016,10.758601,79.106601,0
2143,Sri Kaali Blood Bank,Tamil Nadu,THANJAVUR,Thanjavur,"No. 32 Thirunagar, Thanjavur",MBBS,Private,YES,YES,24x7,38,1/1/2012,15-01-2019,10.785119,79.120603,0
2144,Voluntary Blood Bank,Tamil Nadu,THANJAVUR,Thanjavur,"No. 2936 West Main Road, Thanjavur",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2145,KMR Blood Bank (Run by KMR Charitable Trust),Tamil Nadu,THANJAVUR,Thanjavur,"113A, (First Floor) Arulandha Nagar 7th Cross, Thanjavur",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2146,Government Raja Mirasudar Hospital,Tamil Nadu,THANJAVUR,Thanjavur,"Government Raja Mirasudar Hospital, Thanjavur","MBBS, MD (Pathology)",Government,NO,NO,24x7,108,31-03-1997,31-12-2017,10.785541,79.1366,0
2147,Ambigai Blood Bank,Tamil Nadu,THANJAVUR,Thanjavur,"No, 1877/1 West Main Road, Thanjavur",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2148,Lakshminarayana Blood Bank,Tamil Nadu,THANJAVUR,Thanjavur,"No. 190 ,11 th cross,  Arulananda Ammal Nagar",MSc (Phy),Private,NO,NO,24x7,184/2001,21-03-2001,31-12-2007(Renewal applied) & 29-02-2011 (Change of constitution-applied). ,10.764582,79.134439,0
2149,Indian Red Cross Society Blood Bank,Tamil Nadu,THANJAVUR,Thanjavur,"Indian Red Cross Society, 43/C, Al - Seraj Building, Medical College Road","MBBS, DO",Private,NO,NO,24x7,277/28 C,19-04-2007,19-04-2017,10.776729,79.12912,0
2150,Meenakshi Hospital Blood Bank,Tamil Nadu,THANJAVUR,Thanjavur,"SF No.244/2, 3rd Floor, Nilagiri Therkku Thottam Village,  Near New Bus Stand, Trichy Main Road, Tanjore
","BSc, PGDMLT",Private,YES,NO,24x7,349,1/11/2013,31-10-2018,10.745435,79.111902,0
2151,Government Lawley Hospital Blood Bank,Tamil Nadu,THE NILGIRIS,Coonoor,"Government Lawley Hospital, Coonoor",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,26-02-2003,25-02-2018,11.347494,76.792608,0
2152,Government Taluk Hospital Blood Bank,Tamil Nadu,THE NILGIRIS,Gudalur,"Government Taluk Hospital, Gudalur","MBBS, MD",Government,NO,NO,24x7,358,22-07-2014,27-07-2019,9.676495,77.240608,0
2153,Gudalur Adivasi Hospital Blood Bank (Previously named as Ashwini hospital & under Ashwini trust),Tamil Nadu,THE NILGIRIS,Gudalur,"0/147 G7, Kothervayal, Gudalur, Kothervayal, Ashwini Hospital Road
","M.B.B.S,M.D.,DGO",Charity,NO,NO,24x7,363,24-09-2014,23-09-2019,11.50223,76.498838,0
2154,"Government Head Quarters Hospital, Ooty",Tamil Nadu,THE NILGIRIS,Ooty,"Ooty,Nilgiris",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2155,Government Head quarters Hospital,Tamil Nadu,THE NILGIRIS,Udagamandalam,"Government Head quarters Hospital,Udagamandalam","MBBS, DO",Government,NO,NO,24X7,154/28-C,22-10-1998,31-12-2016,11.407951,76.700279,0
2156,Military Hospital Blood Bank,Tamil Nadu,THE NILGIRIS,Wellington,"Military Hospital, Wellington",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.367257,76.782632,0
2157,Government Head Quarters Hospital Blood Bank,Tamil Nadu,THENI,Periyakulam,"Government Head Quarters Hospital, Thenkarai, Periyakulam",MBBS,Government,NO,NO,24x7,105C,12/12/1996,31-12-2012,10.123029,77.53294,0
2158,Government Theni Medical College Hospital Blood Bank,Tamil Nadu,THENI,Theni,"Government  Theni Medical College, Kanavilaku, Madurai Road, Theni","MBBS, DCH",Government,YES,NO,24x7,267,8/12/2005,7/12/2015,10.006927,77.553185,0
2159,Vikram Clinical Blood Bank,Tamil Nadu,THENI,Theni,"No. 409, Periakulam Road, Theni",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2160,Government Head Quarters Hospital Blood Bank,Tamil Nadu,THIRUVALLUR,Thiruvallur,"Government  Thiruvallur Head Quarters Hospital, JN Road, Thiruvallurï¿½",MBBS,Government,NO,NO,24x7,236/28c,26-04-2004,5/4/2014,13.127649,79.91098,0
2161,Government Medical College and Hospital Blood Bank,Tamil Nadu,THIRUVARUR,Tiruvarur,"The Medical Officer,  Government  Medical College & Hospital, Collectrate Campus, Vilamal, Thiruvarur",MBBS,Government,NO,NO,24x7,314,1990,17-11-2015,10.779139,79.606921,0
2162,Sri Venkateswara Hospital Blood Bank,Tamil Nadu,THIRUVARUR,Tiruvarur,"No.16, Kamalayam West Bank, Tiruvarur",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2163,Government Head Quarters Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Kovilpatti,"Government Head Quarters Hospital, Kovilpatti, Thoothukudi","MBBS, DLO",Government,NO,NO,24x7,84,31-03-1997,31-12-2017,9.175646,77.874168,0
2164,Sudiksha Prabhu Hospital Blood Bank and Research Centre,Tamil Nadu,Thoothukudi (TUTICORIN),Kovilpatti,"59,60, Chokkan Urani Street, AKS Theatre Road
V.O.C. Nagar, Kadershan Koil, Kovilpatti",MBBS,Private,NO,NO,24x7,338,3/10/2012,2/10/2017,9.172693,77.864944,0
2165,Aarthi Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Kovilpatti,"60, Santhaipettai Road, Kovilpatti
",MBBS,Private,NO,NO,24x7,357,15-07-2014,14-07-2019,9.174494,77.866384,0
2166,Government Thoothukudi Medical College Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Thoothukudi,"Palayamkottai Road, Thoothukudi 
","MBBS, DCP",Government,YES,NO,24x7,89/28 C,1/1/2011,31-12-2015,8.798061,78.136134,0
2167,Tuticorin Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Tuticorin,"No. 67/70, 1st Floor, North Car Street, Tuticorin",MBBS,Private,NO,NO,24x7,317,13-12-2010,12/12/2015,8.808076,78.146747,0
2168,Rajesh Tilak Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Tuticorin,"Door No 107J/79/53, PC Road, First floor, Rajesh Tilak Hospital Campus, West Millarpuram, Tuticorin",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2169,M/S Moses Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Tuticorin,"No, 24 Teppakulam Street",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2170,M/S AVM Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Tuticorin,"AVM Marimuthy Nadar Trust AVM associates Private Limited, 
No. 135 Palayamkottai Road, Tuticorin",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2171,Southern Railway Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Tirchy,"Gold Rock, Railway colony",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,10.784568,78.725301,0
2172,Bharath Heavy Electricals Limited Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Tirchy,"BHEL Main Hospital, Bharath Heavy Electricals Limited, Thiruverumbur, Trichy","MBBS, DCP",Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2173,Mahathma Gandhi Memorial Government Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"(Attached with KAP Vishwanathan Medical College) Mahathma Gandhi Memorial Government Hospital, EVR Road, Puthur, Trichy","MBBS, MD (Pathology)",Government,YES,NO,24x7,80,3/2/1997,21-12-2017,10.811588,78.677458,0
2174,KMC Speciality Hospitals Blood Bank ( Kaveri Hospitals),Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"No. 6 Royal Road, Cantonment, Trichy ",MBBS,Private,YES,YES,24x7,6/28 C,23-10-2008,24-10-2013 to 23-10-2018,10.802301,78.680138,0
2175,Bharath Blood Bank  ,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"No, 15A Rishi Complex, II Floor,  Main Road, Thillainagar ",MBBS,Private,NO,NO,24x7,54,Mar-96,31-12-2011,10.819196,78.676748,0
2176,Friends Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"No. 7C Williams Road, Contonment ",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2177,Victory Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"No.95 Salai Road, Woraiyur, Trichy",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2178,Doctors Blood Bank and Research Centre ,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"Doctors Blood Bank and Reseach Centre (Run by DDC Charitable Trust), 123/1, Puthur Main Road, Woraiyur",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2179,Chennai Medical College Hospital and Research Centre,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"SRM Medical College, Irungallar, Manachanallur, Trichy",MBBS,Private,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,10.954422,78.754891,0
2180,Government Headquarters Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"Government  Head Quarters Hospital, Viralimalai Road, Manapparai","MBBS, DD",Government,NO,NO,24x7,354,10/2/2005,28-05-2019,10.604228,78.437862,0
2181,Church of South India Mission General Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"Woraiyur, Tiruchirappalli","MBBS, MD (Paed.)",Charity,NO,NO,24x7,62/C,2/5/1994,08-12-2011 (Applied),10.830302,78.67675,0
2182,Child Jesus Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"Next to All India Radio, Promenade Road, Cantonment, Tiruchirappalli","MBBS, MD, DGO",Private,NO,NO,24x7,309,7/4/1997,12/12/2014,10.805162,78.686566,0
2183,Blood Bank of Shavana,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"13/333 First floor, Keelpagam Trichy Main Road, Manaparai",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2184,M/S Apollo Speciality Hospitals Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"2nd floor, Chennai By - Pass Road,  Ariyamangalam,
Old Palpannai ",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2185,Government Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Ambasamudram,"Goverment Hospital, Ambasamudram","MBBS, MD (GM)",Government,NO,NO,24x7,243/28c,27-05-2004,26-05-2009,8.702599,77.385988,0
2186,Bethel Blood Bank,Tamil Nadu,TIRUNELVELI,Palayamkottai,"No. 17 Thiruchendur  Road, Palayamkottai",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2187,Government Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Sankarankovil,"Government Hospital, Katcheri Road, Sankaran Kovil
","MBBS, DMRD",Government,NO,NO,24x7,231/28 C,17-12-2003,16-12-2008 (Applied),9.167302,77.535764,0
2188,Government Head Quarters Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Tenkasi,"Government Head Quarters Hospital, Tenkasi",MBBS,Government,NO,NO,24x7,355,31-03-1997,31-12-2017,8.952567,77.315522,0
2189,Shifa Hospitals Blood Bank,Tamil Nadu,TIRUNELVELI,Thirunelveli,"No. 82 Kailasapuram Middle Street, IIIrd Floor, Thirunelveli Junction, Thirunelveli",MBBS ,Private,NO,NO,24x7,201/28 C,1/6/2009,31-05-2017,8.728161,77.710143,0
2190,Tirunelveli Medical College Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"Tirunelveli Medical College Hospital, Tirunelveli","MBBS, MD (Pathology) ",Government,YES,NO,24x7,234,9/3/2009,09-03-2014 (Applied),8.711749,77.75082,0
